Customer ID,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Monthly Charge,Total Revenue,Zip Code,Satisfaction Score,Gender,Age,Number of Dependents
1402-PTHGN,0.0,1.0,0,1,42.87,0,1,8.0,0,0,0,0,0,0,70.45,123.32,95116.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
6652-YFFJO,1.0,58.0,2,1,17.22,0,1,21.0,1,1,0,0,1,1,60.3,4562.56,95117.0,3.0,1.0,31.0,0.0
9172-JITSM,0.0,1.0,0,1,0.0,0,1,57.0,0,0,0,0,1,0,24.75,24.75,95123.0,1.0,1.0,56.0,3.0
0488-GSLFR,1.0,19.0,4,1,28.04,1,1,22.0,0,0,1,0,1,0,103.3,2545.46,95127.0,3.0,1.0,34.0,0.0
0330-IVZHA,0.0,3.0,0,1,15.114623030706635,0,1,7.0,0,0,0,0,1,0,78.5,337.69,95202.0,2.0,1.0,39.0,0.47951047654366774
5447-VYTKW,0.0,3.0,5,1,14.894632877522923,0,0,0.0,0,0,0,0,0,0,19.85,141.0,95204.0,1.0,0.0,24.0,0.0
7881-INRLC,0.0,18.41341934261966,4,1,14.79,0,1,20.32486556647506,0,1,0,1,1,0,58.6,1161.55,92122.0,2.0,1.0,29.0,0.0
9725-SCPZG,1.0,10.0,5,1,1.09,1,1,18.0,0,0,1,0,1,0,98.5,1048.65,95220.0,3.0,1.0,35.0,0.0
9090-SGQXL,0.0,1.0,5,1,23.7,0,1,17.0,0,0,1,0,1,0,50.45,74.15,95223.0,3.0,0.0,39.0,0.0
1307-TVUFB,1.0,38.0,0,1,49.7,0,1,30.0,0,1,1,0,1,0,94.65,5512.9000000000015,95226.0,2.0,1.0,25.0,0.0
5656-JAMLX,0.0,1.0,5,1,20.23,0,1,17.0,0,1,0,0,1,0,100.25,120.48,95227.0,1.0,0.0,45.0,0.47951047654366774
0254-KCJGT,0.0,16.0,4,1,17.8,1,1,5.0,0,0,1,0,1,0,64.72779145779556,1846.9,95231.0,2.0,0.0,44.0,0.0
0129-QMPDR,0.0,12.0,4,1,18.38,0,1,3.0,1,0,1,0,1,0,81.7,933.4417809212923,92122.0,1.0,1.0,44.0,0.0
2468-SJFLM,0.0,4.0,5,1,43.06,0,1,46.0,0,0,0,0,1,0,79.9,496.54,95237.0,1.0,1.0,27.0,0.0
0722-SVSFK,0.0,15.0,4,1,45.84,0,0,0.0,0,0,0,0,1,0,47.07383230263643,1087.2,95242.0,3.0,0.0,22.0,0.0
9451-WLYRI,0.0,1.0,5,1,15.73,0,0,0.0,0,0,0,0,0,0,20.9,36.63,95254.0,3.0,0.5063971815316151,21.0,0.47951047654366774
8510-AWCXC,1.0,1.0,5,1,33.46,0,1,12.0,0,0,0,0,0,0,69.4,112.86,92122.0,1.0,0.0,46.747821249768215,0.0
9441-QHEVC,0.0,7.0,5,1,46.79,1,1,25.0,0,0,0,0,1,0,74.9,868.68,95305.0,1.0,0.0,62.0,0.0
2874-YXVVA,0.0,1.0,5,1,46.17,0,1,30.0,0,0,0,0,1,0,70.1,116.27,92122.0,3.0,0.0,58.0,0.0
4742-DRORA,0.0,12.0,4,1,35.8,1,1,20.32486556647506,1,0,0,0,1,0,78.3,1338.85,95326.0,1.0,0.0,34.0,0.0
9895-VFOXH,0.0,69.04243785052117,1,1,47.38,1,1,29.0,0,0,0,0,1,0,96.8,7889.85,95329.0,3.0,1.0,40.0,0.0
8375-KVTHK,0.0,17.0,4,1,21.82,1,1,23.0,1,0,0,0,1,0,58.499282707782406,1988.44,95330.0,1.0,0.0,57.0,0.0
0270-THENM,0.0,1.0,0,1,1.63,0,1,20.32486556647506,0,1,0,0,0,0,84.3,95.93,95338.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
4592-IWTJI,1.0,1.0,0,1,8.03,0,1,0.0,0,0,0,0,0,0,43.51223262588657,27.98,95358.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
9503-XJUME,1.0,23.0,4,1,19.2,1,1,7.0,1,1,0,0,1,0,63.83628799186775,2628.0,95364.0,1.0,1.0,33.0,0.0
5136-KCKGI,0.0,39.0,0,1,25.377361057777712,0,1,27.0,0,0,1,1,1,2,80.45,4155.1,95367.0,3.0,0.0,39.0,0.0
9732-OUYRN,1.0,9.0,0,1,31.67,0,1,59.0,0,0,1,0,0,0,79.35,956.28,95372.0,3.0,1.0,30.0,0.0
6933-VLYFX,0.0,15.0,4,1,21.655831060200093,1,1,21.0,0,0,0,0,1,0,53.755642838037716,1754.2999999999995,95374.0,3.0,0.0,46.747821249768215,0.0
2235-DWLJU,1.0,30.0,0,1,39.74,1,1,22.0,0,0,1,0,1,0,100.05,2776.6487677941473,95380.0,1.0,0.0,64.0,0.0
1527-SXDPN,0.0,3.0,0,1,10.6,0,1,73.0,0,0,0,1,1,0,85.8,304.0,95385.0,3.0,0.0,20.0,0.47951047654366774
7530-HDYDS,0.0,67.0,0,1,42.77,1,1,3.0,1,0,1,0,1,2,79.7,8158.99,95386.0,1.0,1.0,49.0,0.0
4566-QVRRW,1.0,12.0,0,1,40.63,1,1,59.0,0,0,1,0,1,0,51.926763983876285,1404.46,95405.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
6878-GGDWG,0.0,22.0,0,1,29.07,0,1,20.32486556647506,0,0,0,0,1,0,84.3,2495.19,95409.0,1.0,0.0,25.0,0.0
4530-NDRKU,0.0,2.0,0,1,11.75,0,1,4.0,0,0,0,0,1,0,67.75,140.15,95423.0,2.0,1.0,58.0,0.0
1095-WGNGG,0.0,10.0,0,1,49.7,1,1,10.0,0,1,0,0,1,0,80.05,1327.7,95431.0,1.0,0.0,60.0,0.0
6773-LQTVT,0.0,1.0,5,1,46.77,0,0,0.0,0,0,0,0,0,0,20.0,66.77000000000001,95432.0,2.0,1.0,30.0,0.0
0774-RMNUW,1.0,21.0,0,1,18.158238836825802,0,1,20.32486556647506,0,1,1,0,1,0,102.8,1855.0452743577198,95470.0,1.0,0.5063971815316151,52.0,0.0
5404-GGUKR,1.0,3.0,0,1,15.523381243555324,1,1,17.0,0,0,0,1,1,0,79.65,11.838287484864622,95537.0,1.0,1.0,33.0,0.0
0928-JMXNP,0.0,8.0,0,1,19.49,0,1,10.0,0,0,1,0,0,0,94.7,976.22,95546.0,1.0,1.0,44.0,0.0
5468-BPMMO,0.0,13.201752470070494,4,1,3.25,1,1,25.0,0,0,1,0,1,0,92.5,468.95,95553.0,2.0,1.0,33.0,0.0
4521-YEEHE,1.0,1.0,0,1,28.73,0,0,0.0,0,0,0,0,0,0,19.45,48.18,95554.0,2.0,0.5063971815316151,54.0,2.0
0302-JOIVN,0.0,11.546976752567913,0,1,41.37,1,1,28.0,0,0,0,0,1,0,75.55,249.04,95562.0,2.0,0.0,32.0,0.0
5628-FCGYG,1.0,1.0,0,1,14.43467521629869,0,1,4.0,0,0,0,0,1,0,70.0,108.8,95564.0,2.0,1.0,38.0,0.0
8612-GXIDD,1.0,65.0,2,1,40.47,0,1,30.0,0,0,0,1,1,2,74.8,6360.662353380254,95567.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
0680-DFNNY,1.0,33.0,0,1,11.32,1,1,12.0,0,0,1,0,1,0,104.4,3783.16,95570.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
1965-AKTSX,0.0,15.0,0,1,20.03,0,1,59.0,1,0,0,0,0,0,86.2,1670.65,95595.0,1.0,0.0,21.0,0.0
6741-QRLUP,1.0,30.0,0,0,0.0,0,1,12.0,0,0,0,1,1,0,51.2,1561.5,95602.0,3.0,0.0,57.0,2.0
5993-BQHEA,0.0,2.0,0,1,38.28,1,1,18.0,0,0,0,0,1,0,74.9,223.71,95618.0,1.0,0.0,37.0,0.47951047654366774
1545-JFUML,0.0,25.0,0,1,36.24,0,1,3.0,0,1,0,0,1,0,100.25,3293.75,95626.0,1.0,0.0,59.0,0.47951047654366774
0354-VXMJC,0.0,43.0,2,1,39.37,1,1,23.0,0,0,0,1,0,1,100.0,6044.46,95630.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
3744-ZRRDZ,0.0,69.0,0,1,2.52,0,1,24.0,0,1,1,1,1,1,111.45186897253848,7435.88,92122.0,3.0,0.5063971815316151,50.0,0.0
1125-SNVCK,7.0,22.0,4,1,37.8,0,1,15.0,0,0,1,0,1,0,61.289272814105104,2746.5,95642.0,2.0,1.0,52.0,0.0
1767-TGTKO,0.0,1.0,5,1,48.31,0,1,22.0,0,0,0,0,1,0,44.45,92.76,95669.0,3.0,0.0,63.0,0.0
0840-DCNZE,0.0,36.0,0,1,24.590348976322773,1,1,20.32486556647506,0,0,0,0,1,0,84.9,3954.96,95686.0,3.0,1.0,46.0,0.0
1097-FSPVW,0.0,1.0,5,1,23.16,0,0,0.0,0,0,0,0,0,0,20.25,43.41,95688.0,1.0,1.0,41.0,0.0
2460-FPSYH,0.0,1.0,0,1,4.8,0,1,11.0,0,1,0,0,1,0,74.35,79.14999999999998,95690.0,3.0,1.0,56.0,0.0
7235-NXZCP,1.0,39.0,0,1,35.7,0,1,9.0,1,0,1,1,1,1,80.0,3698.252261230575,95715.0,1.0,1.0,46.747821249768215,0.0
7521-AFHAB,0.0,2.0,5,1,17.22,1,1,30.0,0,0,0,0,1,0,76.5,196.89,95758.0,1.0,1.0,30.0,0.0
7665-TOALD,0.0,5.0,5,1,7.31,0,1,18.0,0,0,0,1,1,0,45.359874022793946,253.45,95776.0,1.0,1.0,47.0,0.0
2077-DDHJK,0.0,11.0,0,1,30.91,0,1,0.0,0,0,0,0,0,0,23.15,585.21,95814.0,1.0,1.0,42.0,0.0
0224-HJAPT,1.0,4.0,5,1,44.28,0,1,59.0,0,0,0,0,0,0,80.85,519.87,92122.0,1.0,0.0,22.0,0.0
2560-PPCHE,0.0,1.0,5,1,14.25320427427602,1,1,85.0,0,1,0,1,1,0,60.1,83.73,95821.0,3.0,1.0,26.0,0.47951047654366774
3452-SRFEG,0.0,1.0,5,1,14.25715189529563,0,1,22.0,0,0,0,0,1,0,78.95,102.91,92122.0,2.0,1.0,62.0,0.0
4129-LYCOI,0.0,2.0,5,1,6.47,0,1,21.0,0,0,0,0,1,0,45.15,111.44,95828.0,2.0,0.5063971815316151,56.0,0.0
2806-MLNTI,0.0,3.0,5,1,15.642886498058058,0,1,76.0,0,0,0,0,1,0,79.4,384.4500000000001,95835.0,1.0,0.0,28.0,0.0
1241-EZFMJ,0.0,44.0,2,0,13.970530684296081,0,1,20.32486556647506,0,1,1,0,1,1,65.60934828135998,2375.4,95838.0,3.0,1.0,38.0,0.0
6728-WYQBC,0.0,24.0,0,1,44.96,0,1,28.0,0,1,1,0,1,0,99.3,3510.39,95842.0,3.0,0.0,63.0,0.0
5312-TSZVC,0.0,18.0,4,1,38.87,1,1,7.0,0,1,0,0,0,0,80.65,2181.56,95918.0,2.0,1.0,58.0,0.0
9231-ZJYAM,0.0,1.0,5,1,10.19,0,1,9.0,0,0,0,0,1,0,71.1,81.28999999999998,92122.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
8083-YTZES,1.0,53.0,2,1,37.85,0,0,0.0,0,0,0,0,0,1,20.8,3027.850000000001,95934.0,3.0,0.0,25.0,0.0
1345-ZUKID,0.0,11.583396717429503,0,1,15.07,0,1,16.0,0,0,0,0,1,0,46.0,253.88,92122.0,1.0,0.0,48.0,0.0
1093-YSWCA,0.0,16.09796740304111,0,1,24.81,0,1,20.32486556647506,0,1,0,1,0,0,66.25,853.8399999999998,95953.0,3.0,0.0,27.0,0.0
1898-JSNDC,0.0,22.0,0,1,12.19,1,1,23.0,0,0,0,1,1,0,90.0,2261.98,95955.0,2.0,0.0,60.0,0.0
5261-QSHQM,0.0,38.0,0,1,33.71,0,1,17.0,0,0,0,0,1,1,70.45,3878.58,92122.0,3.0,1.0,39.0,0.0
4883-QICIH,0.0,53.0,2,1,26.21,0,0,0.0,0,0,0,0,0,2,19.75,2441.48,92122.0,3.0,1.0,62.0,0.0
3211-ILJTT,0.0,1.0,5,1,31.16,0,1,11.0,1,0,0,1,1,0,53.95,85.11,95966.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
8402-EIVQS,0.0,16.0,0,1,16.443416190883173,0,1,12.0,0,0,0,0,0,0,81.0,1518.87,95971.0,1.0,0.0,40.0,0.0
6791-YBNAK,1.0,1.0,0,1,11.08,0,1,13.0,0,0,0,0,1,0,69.8,80.88,95984.0,3.0,0.0,34.0,0.0
7240-FQLHE,0.0,5.0,5,1,46.45,1,1,10.0,0,0,0,0,1,0,93.9,719.1,96008.0,1.0,0.5063971815316151,44.0,0.47951047654366774
7130-VTEWQ,1.0,31.0,3,1,38.67,1,1,13.0,0,1,0,0,1,0,91.15,4194.219999999998,96017.0,3.0,0.0,39.0,0.0
9150-HEPMB,1.0,37.0,3,1,36.29,1,1,27.0,0,0,0,0,1,0,78.6174191671268,5104.73,92027.0,1.0,0.0,26.0,0.0
6060-QBMGV,0.0,38.0,0,1,36.18,0,1,20.32486556647506,1,0,1,0,1,0,83.9,4608.44,96039.0,3.0,0.5063971815316151,26.0,0.0
3197-NNYNB,0.0,10.0,0,1,8.38,0,1,2.0,1,0,1,0,1,0,104.4,1165.25,92122.0,1.0,1.0,37.0,0.0
7625-XCQRH,0.0,2.0,0,1,24.9,0,1,20.32486556647506,0,0,0,0,0,0,44.65,-90.56210067473847,92122.0,1.0,1.0,46.0,0.0
0581-MDMPW,0.0,4.0,0,1,41.72,1,1,69.0,0,0,1,0,1,0,46.45419932845145,500.43,96073.0,3.0,0.0,46.747821249768215,0.0
3261-CQXOL,0.0,32.473393821556144,5,1,44.11,0,1,69.0,0,1,0,0,1,0,74.7,3029.9252551930604,96075.0,1.0,0.0,23.0,0.0
5937-EORGB,0.0,5.0,5,1,1.49,1,1,20.32486556647506,0,1,0,0,1,0,90.8,462.95,96080.0,3.0,0.0,46.747821249768215,0.47951047654366774
2023-VQFDL,0.0,38.57345009859729,0,1,43.01,0,1,4.0,1,1,1,1,1,1,85.35,3840.7,96091.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
9917-KWRBE,0.0,1.0,5,1,0.0,0,1,20.32486556647506,0,0,0,0,1,0,43.66045671357956,-192.96248883434154,96110.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
5202-IVJNU,1.0,17.0,0,1,17.87305312437884,0,1,22.0,1,0,1,0,1,0,57.767074477121724,1865.68,96125.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
6627-CFOSN,0.0,3.0,5,1,15.12,0,0,0.0,0,0,0,0,0,0,64.72779145779556,103.51,96130.0,1.0,1.0,33.0,0.47951047654366774
5575-GNVDE,1.0,11.628846425645207,4,1,8.58,0,1,57.0,0,0,0,0,1,0,50.9,259.92,96132.0,3.0,1.0,55.0,3.0
2371-JUNGC,0.0,26.0,0,1,40.17,1,1,27.0,0,0,1,0,1,0,98.35,3559.7200000000007,96140.0,1.0,1.0,55.0,0.0
9223-UCPVT,1.0,4.0,5,1,21.81,0,1,14.0,0,1,0,0,1,0,46.7529928216807,452.64,96143.0,2.0,0.5063971815316151,55.0,0.0
0310-MVLET,0.0,1.0,5,1,1.13,0,1,6.0,0,0,0,0,1,0,64.72779145779556,91.98,96150.0,3.0,1.0,47.0,0.0
1310-QRITU,0.0,1.0,5,1,14.431445344555373,0,1,20.0,0,0,0,0,1,0,69.4,107.93,92122.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
7142-HVGBG,1.0,1.0,5,1,3.09,0,0,0.0,0,0,0,0,0,0,20.15,23.24,92122.0,2.0,0.0,55.0,1.0
9812-GHVRI,0.0,26.0,0,1,17.53,1,1,15.0,0,0,0,0,1,0,74.95,2290.73,90010.0,2.0,0.0,48.0,0.0
1215-VFYVK,0.0,6.0,5,0,0.0,0,1,71.0,0,0,1,0,1,0,47.95,305.1,90011.0,1.0,0.5063971815316151,23.0,0.47951047654366774
3866-MDTUB,0.0,3.0,5,0,13.970530684296081,0,1,21.0,0,1,0,0,1,0,36.85,11.838287484864622,92121.0,1.0,1.0,44.0,0.0
7219-TLZHO,0.0,1.0,5,1,4.41,0,1,30.0,0,0,0,0,1,0,43.7387903295439,48.51000000000001,90024.0,3.0,0.0,31.0,0.0
8999-YPYBV,0.0,14.0,4,0,0.0,0,1,20.32486556647506,0,0,1,0,0,0,50.75,722.75,90027.0,3.0,1.0,38.0,0.0
8480-PPONV,0.0,32.473393821556144,3,1,14.99,0,1,12.0,1,1,1,0,1,1,106.45,3029.9252551930604,90038.0,1.0,0.0,46.747821249768215,0.0
0378-TOVMS,0.0,18.0,4,1,35.7,0,1,26.0,1,0,0,0,1,0,96.05,2383.3,90041.0,1.0,0.5063971815316151,23.0,0.0
3130-ICDUP,0.0,18.388211309089428,4,1,14.947865948847966,0,1,23.0,0,0,1,1,0,0,55.0,1158.2,90022.0,2.0,1.0,55.0,0.0
6997-UVGOX,1.0,16.70672260083093,4,1,9.14,1,1,20.32486556647506,0,0,0,0,1,0,74.35,934.74,90056.0,2.0,1.0,35.0,0.0
5271-DBYSJ,1.0,39.0,0,1,9.51,0,1,20.32486556647506,1,0,1,1,1,1,104.7,4505.740000000002,90058.0,2.0,0.5063971815316151,35.0,0.0
9945-PSVIP,0.0,15.0,4,1,40.66,1,1,8.0,0,0,0,0,1,0,55.7,1240.6429454001013,90059.0,3.0,0.0,60.0,0.0
7047-YXDMZ,0.0,5.0,0,1,6.17,0,0,0.0,0,0,0,0,0,0,19.85,138.9,90071.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
8496-EJAUI,0.0,1.0,5,1,15.92,0,1,11.0,0,0,0,0,1,0,70.3,-192.96248883434154,90221.0,3.0,0.0,57.0,0.0
6986-IJDHX,0.0,6.0,5,1,15.160558984389366,0,1,17.0,0,0,0,0,0,0,94.5,684.9300000000002,90245.0,2.0,1.0,53.0,0.0
2408-WITXK,0.0,2.0,5,1,14.665311983747408,0,1,21.0,0,0,0,0,1,0,79.65,210.78,92122.0,2.0,0.5063971815316151,56.0,0.0
2516-XSJKX,0.0,1.0,0,1,14.491138159367049,0,0,0.0,0,0,0,0,0,0,20.2,63.72,90290.0,2.0,0.0,48.0,0.0
5214-NLTIT,0.0,36.0,0,1,19.719702387400556,0,1,7.0,0,1,0,0,0,0,99.15,3391.0510967517657,90402.0,1.0,0.0,54.0,0.0
5419-CONWX,3.0,39.0,0,0,0.0,0,1,13.0,1,0,1,0,1,0,63.81705638555315,2184.35,92122.0,1.0,0.0,50.0,0.0
0635-WKOLD,0.0,21.0,4,1,12.76,1,1,48.0,0,0,0,0,1,0,82.35,2120.81,92122.0,1.0,1.0,25.0,0.0
4003-FUSHP,0.0,2.0,5,0,0.0,0,1,8.0,0,1,1,1,1,0,64.72779145779556,-90.56210067473847,92122.0,3.0,1.0,34.0,0.0
7599-NTMDP,0.0,4.0,5,1,29.11,1,1,9.0,0,0,0,0,1,0,75.35,454.54,90602.0,3.0,0.0,42.0,0.0
0650-BWOZN,0.0,35.0,0,1,24.651238039928273,0,1,16.0,0,0,1,0,1,1,85.15,3923.45,92122.0,1.0,1.0,37.0,0.0
3981-QSVQI,5.0,33.0,3,1,20.02,0,1,27.0,0,0,1,0,1,1,93.8,3785.16,90623.0,3.0,0.0,48.0,0.0
5176-LMJXE,0.0,11.0,4,1,18.320809047906096,0,0,0.0,0,0,0,0,0,0,45.40162068040368,585.01,90740.0,2.0,0.0,62.0,3.0
1642-HMARX,0.0,1.0,5,1,26.06,0,1,3.0,0,0,1,0,1,0,75.3,101.36,90742.0,1.0,0.0,53.0,0.0
4397-FRLTA,0.0,13.453381318205123,5,1,18.008348862960013,0,0,0.0,0,0,0,0,0,0,20.05,502.39,90810.0,2.0,0.0,46.747821249768215,0.0
0639-TSIQW,0.0,1.0,5,1,14.32497920190529,0,1,20.32486556647506,0,0,0,0,1,0,70.4,100.03,90822.0,1.0,1.0,40.0,0.0
1335-NTIUC,4.0,7.0,5,1,36.14,0,1,85.0,1,0,0,0,1,1,49.75,584.28,91010.0,1.0,1.0,24.0,0.0
4629-NRXKX,1.0,11.0,4,1,25.67,1,1,18.0,0,0,0,0,1,0,94.0,1361.27,91030.0,1.0,0.0,64.0,0.0
9820-RMCQV,0.0,67.0,0,1,22.66,1,1,27.0,1,0,1,0,1,1,118.35,6565.463129699461,91042.0,1.0,1.0,46.747821249768215,0.0
9667-TKTVZ,0.0,8.0,5,0,0.0,0,1,20.32486556647506,1,0,0,0,0,0,30.45,226.45,91104.0,1.0,1.0,55.0,0.0
6202-JVYEU,4.0,44.0,0,1,11.24,1,1,59.0,0,0,0,0,1,0,96.1,4858.660000000002,91105.0,2.0,0.0,19.0,0.0
3077-RSNTJ,1.0,17.0,4,1,14.9690395524986,1,1,15.0,1,0,1,0,1,0,104.2,1826.97,91324.0,1.0,0.0,38.0,0.47951047654366774
2338-BQEZT,0.0,16.416416351996183,0,1,20.34,0,1,7.0,0,0,0,0,1,0,50.01486087806403,896.1600000000002,91355.0,3.0,1.0,39.0,0.0
2609-IAICY,0.0,7.0,0,1,39.21,0,1,42.0,0,0,0,0,1,0,80.3,811.1700000000002,91367.0,3.0,0.0,21.0,0.47951047654366774
7279-BUYWN,0.0,3.0,0,1,15.24955989464966,0,1,6.0,0,0,0,0,1,0,69.35,298.27,92028.0,2.0,1.0,48.0,0.0
5014-WUQMG,0.0,22.0,4,1,39.58,0,1,20.32486556647506,0,1,1,0,1,0,89.4,2872.26,92122.0,2.0,0.5063971815316151,39.0,0.0
6217-TOWGS,1.0,33.63380424459079,0,0,0.0,0,1,13.0,0,1,1,1,1,1,60.45,3184.25,91737.0,2.0,1.0,61.0,0.0
5887-IKKYO,1.0,8.0,0,1,29.0,1,1,30.0,0,0,0,0,1,0,50.50127979875277,996.95,91739.0,1.0,0.0,58.0,0.0
1094-BKOSX,1.0,2.0,0,1,8.5,0,1,20.32486556647506,0,1,0,0,1,0,73.55,162.4,92122.0,1.0,0.5063971815316151,46.747821249768215,0.47951047654366774
1871-MOWRM,1.0,8.0,0,1,11.35,0,0,0.0,0,0,0,0,0,0,20.15,247.05,92122.0,3.0,0.0,46.747821249768215,0.0
9953-ZMKSM,1.0,48.0,0,0,0.0,0,1,22.0,0,1,1,0,1,1,34.7,4619.855754667004,91746.0,2.0,0.0,31.0,0.0
7668-XCFYV,1.0,8.0,0,1,16.88,0,1,6.0,0,1,0,0,1,0,101.15,977.94,92122.0,2.0,0.0,47.0,0.0
8734-DKSTZ,0.0,20.0,4,1,5.54,1,1,59.0,0,0,1,0,1,0,88.7,1872.25,92122.0,1.0,1.0,20.0,0.0
8869-LIHMK,0.0,11.036043774447657,4,1,8.32,0,1,16.0,0,0,0,0,1,0,79.75,181.14,92109.0,3.0,0.0,44.0,0.0
0052-YNYOT,0.0,32.42818301109408,0,1,11.09,1,1,20.32486556647506,0,0,0,0,1,0,94.55,3024.03,92109.0,2.0,0.0,48.0,0.0
0106-UGRDO,1.0,52.0,0,1,42.951810962442465,1,1,26.0,0,0,0,1,0,2,90.13996573098305,7532.93,92109.0,3.0,1.0,46.747821249768215,0.0
3489-VSFRD,0.0,74.61725090162827,1,1,20.44,1,1,20.32486556647506,0,1,0,0,1,1,104.7,8630.710000000001,92109.0,3.0,1.0,52.0,0.0
4285-GYRQC,0.0,40.0,0,1,8.08,0,1,76.0,0,1,0,0,1,0,55.25,2462.4,92109.0,1.0,0.5063971815316151,20.0,1.0
3084-DOWLE,0.0,6.0,0,1,14.053071851069742,1,1,20.32486556647506,0,1,0,0,1,0,90.1,528.1999999999998,92122.0,3.0,0.0,53.0,0.0
8270-RKSAP,0.0,11.0,4,1,15.03,1,1,13.0,0,0,1,0,1,0,53.75,831.0413927616892,92122.0,1.0,1.0,60.0,0.0
8735-DCXNF,0.0,6.0,0,1,2.6,0,1,22.0,0,0,0,0,1,0,89.3,593.2,92122.0,1.0,0.0,43.0,0.0
8044-BGWPI,1.0,3.0,0,1,23.26,1,1,42.0,0,0,0,0,0,0,95.2,382.63,92109.0,1.0,0.5063971815316151,21.0,0.0
7030-NJVDP,1.0,8.0,0,1,47.91,0,1,23.0,1,0,0,0,1,0,74.5,993.18,92109.0,2.0,1.0,51.0,0.0
5394-SVGJV,0.0,1.0,0,1,22.48,0,1,5.0,0,0,0,0,1,0,79.65,102.13,92109.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
8276-MQBYC,1.0,1.0,5,1,39.79,0,1,7.0,0,0,0,0,1,0,80.05,119.84,92109.0,3.0,0.0,53.0,0.0
7446-KQISO,1.0,30.85038585568531,0,1,4.0,1,1,48.0,0,0,0,0,1,0,89.2,2814.35,92109.0,1.0,1.0,25.0,0.0
0617-FHSGK,1.0,19.0,0,1,14.09,1,1,20.32486556647506,0,0,0,0,0,0,83.65,1863.46,92109.0,2.0,1.0,59.0,0.0
6789-HJBWG,1.0,6.0,0,1,31.7,0,0,0.0,0,0,0,0,0,0,64.72779145779556,336.5,92109.0,3.0,0.0,62.0,0.0
5148-ORICT,0.0,1.0,0,1,6.44,0,1,4.0,0,0,0,0,1,0,51.25,57.69,92122.0,1.0,0.5063971815316151,46.747821249768215,0.0
8859-YSTWS,0.0,13.89207634949247,5,1,48.89,0,1,20.32486556647506,0,0,0,1,1,0,49.65,560.69,92111.0,2.0,0.0,49.0,0.47951047654366774
0746-JTRFU,1.0,15.0,0,1,19.558208800234702,0,0,0.0,0,0,0,0,0,0,20.0,755.1500000000002,92121.0,1.0,0.5063971815316151,59.0,0.47951047654366774
3363-EWLGO,1.0,25.0,3,0,0.0,0,1,82.0,0,0,0,0,1,0,51.3273007431432,853.0,92122.0,1.0,0.0,19.0,0.0
0511-JTEOY,1.0,13.0,0,1,17.83,0,1,10.0,0,0,0,0,1,0,88.35,1454.59,92122.0,2.0,0.0,46.747821249768215,0.0
4039-PIMHX,1.0,49.0,0,1,6.45,1,1,10.0,0,1,1,1,1,2,107.95,5609.25,92126.0,2.0,0.0,46.747821249768215,0.0
0504-HHAPI,0.0,37.0,3,1,15.417872099940297,0,1,71.0,0,0,0,0,1,0,64.75,2466.19,92126.0,1.0,0.0,26.0,0.0
7787-BNTZM,0.0,26.0,3,1,6.24,0,1,20.32486556647506,0,0,1,0,1,0,89.8,2497.54,92126.0,1.0,0.5063971815316151,49.0,0.0
1658-TJVOA,3.0,5.0,5,1,36.88,1,1,8.0,1,0,1,0,1,0,84.5,638.15,92126.0,1.0,1.0,64.0,0.0
4452-ROHMO,0.0,54.0,0,1,43.47,1,1,82.0,0,0,1,0,1,1,103.95,7986.43,92126.0,3.0,0.0,20.0,0.0
5044-LRQAQ,0.0,32.473393821556144,0,1,5.63,1,1,26.0,0,0,0,0,1,0,74.75,3029.9252551930604,92126.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
0239-OXEXL,0.0,1.0,0,1,22.82,0,1,20.32486556647506,0,0,0,1,1,0,43.801644847742836,73.62,92126.0,3.0,0.0,20.0,0.0
4778-IZARL,0.0,2.0,5,1,39.03,0,1,30.0,0,0,0,0,0,0,80.25,232.61,92122.0,1.0,1.0,46.747821249768215,0.0
3030-ZKIWL,0.0,36.0,3,1,43.97,1,1,42.0,0,0,0,0,1,0,84.75,3391.0510967517657,92122.0,3.0,1.0,22.0,0.0
6728-VOIFY,0.0,53.0,2,1,16.43,0,1,29.0,0,0,0,0,1,0,85.70262437156599,5388.04,92126.0,3.0,0.5063971815316151,46.747821249768215,0.47951047654366774
